plant code,hari giling,tgl giling,thn giling,kis,kis sd,kis inc,kis inc sd,kes,kes sd,ha tebang tr,ha tebang ts,ha tebang ts ptpn,ha tebang spt,ha tebang total,ton tebang tr,ton tebang ts,ton tebang ts ptpn,ton tebang spt,ton tebang total,ha giling tr,ha giling ts,ha giling ts ptpn,ha giling spt,ha giling total,ton giling tr,ton giling ts,ton giling ts ptpn,ton giling spt,ton giling total,kristal tr,kristal ts,kristal ts ptpn,kristal spt,kristal total,rend tr,rend ts,rend ts ptpn,rend spt,rend total,gula pg total,gula tr bagihasil,gula tr ts ptpn,gula produksi,tetes pg total,tetes tr ts ptpn,tetes tr tr,tetes produksi,tebu terbakar total,jam berhenti a,jam berhenti b,total jb,pol tebu,pol tebu sd,k dlm tetes,k dlm tetes sd,k dlm ampas,k dlm ampas sd,k dlm blotong,k dlm blotong sd,ef ov,ef ov sd,k dlm total,k dlm total sd,ef me,ef me sd,ef bhr,ef bhr sd,ef or,ef or sd,residu,residu rupiah,bba ton,bba rupiah,pln kwh,pln rupiah,icumsa,icumsa sd,bjb,bjb_sd,kadar_air,kadar_air_sd,tetes_brix,tetes_brix_sd,tetes_hk,tetes_hk_sd,tetes_tsai,tetes_tsai_sd,tetes_od,tetes_od_sd,brix,pol,nilainira,analisa trash,analisa trash sd,soc,soc sd,bpp_kapur,bpp_belerang,bpp_asam_phospat,bpp_flokulan,bpp_filter_aid,karung_dipakai,karung_reject,rain
SG08,67,2023-08-05,2023,1822.07,2002.57,1822.07,2002.57,2741.67,2603.99,32.993,0,3.307,0,36.3,1995.33,0,116.76,0,2112.09,26.751,0,4.058,0,30.809,1683.58,0,138.49,0,1822.07,124.237,0,8.956,0,133.193,7.38,0,6.47,0,7.31,51.422,83.011,6.117,140.55,56.315,4.155,50.52,110.99,118.06,0,8.05,8.05,9.84,8.5,1.62,1.46,0.8,0.7,0.09,0.09,0.02,0.09,2.53,2.34,91.87,91.76,80.86,79.87,74.29,73.29,0,0,0,0,0,0,178,258,0,0,0,0,0,0,0,0,0,0,0,0,17.31,12.58,10.69,0,107.26,53.5,1594.51,0,0,0,0,0,0,0,0
SG08,68,2023-08-06,2023,2709.39,2013.25,2709.39,2013.25,2784.81,2607.43,42.614,0,3.521,0,46.135,2763.98,0,129.53,0,2893.51,40.861,0,3.672,0,44.533,2582.08,0,127.31,0,2709.39,184.035,0,8.332,0,192.367,7.13,0,6.54,0,7.1,60.503,127.479,5.718,193.7,76.823,3.82,77.477,158.12,91.17,0,0.65,0.65,9.45,8.52,1.57,1.46,0.68,0.7,0.09,0.09,0.01,0.1,2.35,2.35,92.8,91.78,80.96,79.8,75.13,73.24,0,0,0,0,0,0,194,256,0,0,0,0,0,0,0,0,0,0,0,0,17.18,12.32,10.38,0,107.26,59,1653.51,0,0,0,0,0,0,0,0
SG08,69,2023-08-07,2023,2393.61,2018.91,2393.61,2018.91,2768.51,2610.11,34.495,0,4.139,0,38.634,2303.31,0,156.24,0,2459.55,34.216,0,3.811,0,38.027,2238.07,0,155.54,0,2393.61,161.819,0,10.521,0,172.34,7.23,0,6.76,0,7.2,60.342,110.538,7.32,178.2,70.846,4.668,67.156,142.67,41.12,0,3.25,3.25,9.55,8.54,1.58,1.46,0.68,0.7,0.08,0.09,0.01,0.1,2.35,2.35,92.88,91.8,81.17,79.85,75.39,73.3,0,0,0,0,0,0,193,255,0,0,0,0,0,0,0,0,0,0,0,0,17.4,12.49,10.52,0,107.26,58.54,1712.05,0,0,0,0,0,0,0,0
SG08,70,2023-08-08,2023,2309.31,2023.17,2309.31,2023.17,2723.51,2611.93,32.48,0,5.199,0,37.679,2090.01,0,183.23,0,2273.24,34.504,0,3.971,0,38.475,2170.45,0,138.86,0,2309.31,158.182,0,9.243,0,167.425,7.29,0,6.66,0,7.25,54.22,111.053,6.427,171.7,70.032,4.167,65.121,139.32,25.01,0,3.65,3.65,9.73,8.56,1.61,1.46,0.76,0.7,0.09,0.09,0.02,0.1,2.48,2.35,92.19,91.82,80.82,79.9,74.51,73.36,0,0,0,0,0,0,220,254,0,0,0,0,0,0,0,0,0,0,0,0,17.51,12,9.8,0,107.26,55.25,1767.3,0,0,0,0,0,0,0,0
SG08,71,2023-08-09,2023,2335.96,2027.69,2335.96,2027.69,2676.04,2612.97,30.275,0,4.212,0,34.487,1945.77,0,144.7,0,2090.47,31.841,0,3.831,0,35.672,2210,0,125.96,0,2335.96,161.293,0,8.531,0,169.824,7.3,0,6.77,0,7.27,53.798,112.283,5.98,172.061,72.225,3.781,66.314,142.32,10.08,0,3.05,3.05,9.84,8.58,1.64,1.47,0.84,0.7,0.06,0.09,0.03,0.09,2.57,2.35,91.46,91.84,80.78,79.82,73.88,73.31,0,0,0,0,0,0,173,252,0,0,0,0,0,0,0,0,0,0,0,0,17.56,12.6,10.62,0,107.26,60.42,1827.72,0,0,0,0,0,0,0,0
SG08,72,2023-08-10,2023,2404.31,2033.05,2404.31,2033.05,2611.02,2612.94,26.114,0,4.092,0,30.206,1604.81,0,134.01,0,1738.82,35.933,0,5.1,0,41.033,2232.76,0,171.55,0,2404.31,156.94,0,11.602,0,168.542,7.03,0,6.76,0,7.01,63.787,111.675,8.138,183.6,72.093,5.149,66.998,144.24,11.13,0.15,1.75,1.9,9.44,8.59,1.59,1.47,0.78,0.7,0.04,0.08,0.02,0.1,2.43,2.35,91.74,91.85,80.95,79.85,74.26,73.34,0,0,0,0,0,0,198,251,0,0,0,0,0,0,0,0,0,0,0,0,17.23,12.25,10.25,0,107.26,58.54,1886.26,0,0,0,0,0,0,0,0
SG08,73,2023-08-11,2023,2642.52,2041.61,2642.52,2041.61,2704.5,2614.54,42.488,0,4.84,0,47.328,2693.97,0,153.26,0,2847.23,39.604,0,4.703,0,44.307,2479.19,0,163.33,0,2642.52,174.285,0,11.22,0,185.505,7.03,0,6.87,0,7.02,65.494,126.936,7.87,200.3,62.76,4.903,74.397,142.06,0,0.3,0.25,0.55,9.3,8.61,1.51,1.47,0.68,0.7,0.07,0.08,0.02,0.1,2.28,2.35,92.69,91.87,81.44,79.9,75.48,73.4,0,0,0,0,0,0,217,250,0,0,0,0,0,0,0,0,0,0,0,0,17.36,12.3,10.28,0,107.26,59.11,1945.37,0,0,0,0,0,0,0,0
SG08,74,2023-08-12,2023,2516.61,2048.19,2516.61,2048.19,2631.75,2614.84,32.431,0,3.736,0,36.167,2200.55,0,110.21,0,2310.76,36.213,0,4.418,0,40.631,2390.27,0,126.34,0,2516.61,168.045,0,8.621,0,176.666,7.03,0,6.82,0,7.02,61.628,122.53,6.042,190.2,66.773,3.792,71.715,142.28,70.77,0.25,0.8,1.05,9.32,8.62,1.54,1.47,0.69,0.7,0.05,0.08,0.02,0.1,2.3,2.35,92.6,91.88,81.34,79.92,75.32,73.43,0,0,0,0,0,0,177,249,0,0,0,0,0,0,0,0,0,0,0,0,17.41,12.33,10.3,0,107.26,59.52,2004.89,0,0,0,0,0,0,0,0
SG08,75,2023-08-13,2023,2411.56,2053.15,2411.56,2053.15,2667.16,2615.66,32.959,0,3.676,0,36.635,1994.65,0,80.93,0,2075.58,37.375,0,4.46,0,41.835,2304.23,0,107.33,0,2411.56,172.107,0,7.313,0,179.42,7.47,0,6.81,0,7.44,69.654,119.319,5.127,194.1,67.081,3.222,69.147,139.45,96.49,0.5,1.8,2.3,9.83,8.64,1.6,1.47,0.7,0.7,0.07,0.08,0.02,0.1,2.39,2.35,92.88,91.9,81.49,79.97,75.69,73.5,0,0,0,0,0,0,197,248,0,0,0,0,0,0,0,0,0,0,0,0,17.41,12.73,10.86,0,107.26,59.95,2064.84,0,0,0,0,0,0,0,0
SG08,76,2023-08-14,2023,2293.02,2056.38,2293.02,2056.38,2704.3,2616.95,51.389,0,3.465,0,54.854,3018.47,0,68.39,0,3086.86,36.562,0,2.52,0,39.082,2240.95,0,52.07,0,2293.02,166.084,0,3.599,0,169.683,7.41,0,6.91,0,7.4,64.21,118.266,2.524,185,72.489,1.563,67.248,141.3,37.09,0,3.65,3.65,9.88,8.66,1.63,1.48,0.75,0.7,0.09,0.08,0.01,0.1,2.48,2.36,92.41,91.92,81.05,79.9,74.9,73.44,0,0,0,0,0,0,162,246,0,0,0,0,0,0,0,0,0,0,0,0,17.46,12.7,10.79,0,107.26,57.85,2122.69,0,0,0,0,0,0,0,0
SG08,77,2023-08-15,2023,1183.26,2044.77,1183.26,2044.77,2811.71,2618.34,30.145,0,1.812,0,31.957,2006.66,0,33.93,0,2040.59,17.608,0,1.812,0,19.42,1148.43,0,34.83,0,1183.26,83.959,0,2.419,0,86.378,7.31,0,6.95,0,7.3,35.088,60.917,1.695,97.7,58.705,1.045,34.47,94.22,3.3,0,13.9,13.9,10.22,8.67,2.12,1.48,0.73,0.7,0.06,0.08,0.01,0.1,2.92,2.36,92.86,91.93,76.92,79.92,71.43,73.47,0,0,0,0,0,0,288,247,0,0,0,0,0,0,0,0,0,0,0,0,17.08,12.5,10.67,0,107.26,0,2122.69,0,0,0,0,0,0,0,0
SG08,78,2023-08-16,2023,1185.9,2033.5,1185.9,2033.5,2529.92,2617.64,11.601,0,4.262,0,15.863,707.91,0,81.2,0,789.11,17.702,0,4.892,0,22.594,1094.63,0,91.27,0,1185.9,80.339,0,6.232,0,86.571,7.34,0,6.83,0,7.3,33.265,57.962,4.373,95.6,0,0,26.45,26.45,3.73,0,12.75,12.75,9.47,8.68,0.63,1.47,0.68,0.7,0.08,0.08,0.78,0.11,2.17,2.36,92.82,91.94,83.05,79.95,77.09,73.5,0,0,0,0,0,0,253,247,0,0,0,0,0,0,0,0,0,0,0,0,17.41,12.59,10.67,0,107.26,32.35,2155.04,0,0,0,0,0,0,0,0
SG08,79,2023-08-17,2023,2494.08,2039.47,2494.08,2039.47,2727.01,2619.31,33.631,0,1.93,0,35.561,2078.24,0,44.63,0,2122.87,40.551,0,1.551,0,42.102,2459.91,0,34.17,0,2494.08,174.738,0,2.342,0,177.08,7.1,0,6.85,0,7.1,53.886,130.272,1.642,185.8,28.558,3.765,80.217,112.54,130.39,0,2.05,2.05,9.22,8.68,1.32,1.47,0.66,0.7,0.1,0.08,0.04,0.1,2.12,2.35,92.84,91.94,82.94,80.08,77.01,73.62,0,0,0,0,0,0,257,247,0,0,0,0,0,0,0,0,0,0,0,0,17.73,12.49,10.39,0,107.26,58.92,2213.96,0,0,0,0,0,0,0,0
SG08,80,2023-08-18,2023,2261.61,2042.31,2261.61,2042.31,2615.84,2619.26,23.914,0,1.94,0,25.854,1621.57,0,46.35,0,1667.92,34.384,0,2.564,0,36.948,2204.35,0,57.26,0,2261.61,164.519,0,3.971,0,168.49,7.46,0,6.94,0,7.45,51.653,116.861,2.786,171.3,66.136,1.72,66.144,134,0,2,1.25,3.25,9.83,8.7,1.58,1.47,0.7,0.7,0.09,0.08,0.01,0.1,2.38,2.35,92.88,91.95,81.6,80,75.79,73.56,0,0,0,0,0,0,224,246,0,0,0,0,0,0,0,0,0,0,0,0,17.49,12.78,10.9,0,107.26,58.44,2272.4,0,0,0,0,0,0,0,0
SG08,81,2023-08-19,2023,2285.55,2045.38,2285.55,2045.38,2551.31,2618.27,39.504,0,0.309,0,39.813,2465.78,0,6.66,0,2472.44,35.085,0,0.379,0,35.464,2273.99,0,11.56,0,2285.55,175.851,0,0.822,0,176.673,7.73,0,7.11,0,7.73,56.461,123.462,0.577,180.5,75.131,0.347,68.242,143.72,12.73,1.65,0.85,2.5,10.26,8.72,1.68,1.48,0.73,0.7,0.1,0.08,0.02,0.09,2.53,2.35,92.88,91.97,81.11,80.05,75.34,73.62,0,0,0,0,0,0,252,246,0,0,0,0,0,0,0,0,0,0,0,0,17.6,13.1,11.3,0,107.26,58.76,2331.16,0,0,0,0,0,0,0,0
SG08,82,2023-08-20,2023,2254.43,2047.99,2254.43,2047.99,2613.83,2618.21,37.266,0,0.329,0,37.595,2104.48,0,11.15,0,2115.63,37.158,0,0.249,0,37.407,2248.87,0,5.56,0,2254.43,174.34,0,0.378,0,174.718,7.75,0,6.8,0,7.75,56.965,122.87,0.265,180.1,74.467,0.167,67.476,142.11,10.35,2.4,0.9,3.3,10.28,8.74,1.67,1.48,0.74,0.7,0.11,0.08,0.01,0.09,2.53,2.35,92.8,91.99,81.24,80.1,75.39,73.68,0,0,0,0,0,0,231,246,0,0,0,0,0,0,0,0,0,0,0,0,17.61,13.11,11.31,0,107.26,59.28,2390.44,0,0,0,0,0,0,0,0
SG08,83,2023-08-21,2023,2214.99,2050.04,2214.99,2050.04,2537.46,2617.1,30.367,0,1.256,0,31.623,1817.08,0,29.69,0,1846.77,38.747,0,1.336,0,40.083,2179.71,0,35.28,0,2214.99,168.089,0,2.465,0,170.554,7.71,0,6.99,0,7.7,52.089,119.38,1.731,173.2,62.224,1.06,65.406,128.69,5.32,2.5,0.55,3.05,10.11,8.76,1.6,1.48,0.71,0.7,0.07,0.08,0.03,0.1,2.41,2.36,92.98,92.01,81.91,80.15,76.16,73.74,0,0,0,0,0,0,232,246,0,0,0,0,0,0,0,0,0,0,0,0,17.84,13.13,11.25,0,107.26,58.27,2448.71,0,0,0,0,0,0,0,0
SG08,84,2023-08-22,2023,1885.15,2048.04,1885.15,2048.04,2499.65,2615.73,28.318,0,1.884,0,30.202,1660.15,0,45.61,0,1705.76,32.123,0,1.884,0,34.007,1839.54,0,45.61,0,1885.15,143.862,0,3.18,0,147.042,7.82,0,6.97,0,7.8,41.777,103.193,2.23,147.2,53.477,1.368,55.205,110.05,35.72,3.15,2.75,5.9,10.24,8.78,1.59,1.48,0.76,0.7,0.06,0.08,0.03,0.1,2.44,2.36,92.58,92.03,82.28,80.07,76.17,73.69,0,0,0,0,0,0,247,246,0,0,0,0,0,0,0,0,0,0,0,0,17.74,13.22,11.42,0,107.26,56.08,2504.79,0,0,0,0,0,0,0,0
SG08,85,2023-08-23,2023,294.03,2026.96,294.03,2026.96,2392.11,2615.3,27.757,0,0.596,0,28.353,1725.02,0,16.27,0,1741.29,4.504,0,0,0,4.504,294.03,0,0,0,294.03,23.552,0,0,0,23.552,8.01,0,0,0,8.01,6.497,16.503,0,23,9.347,0,8.823,18.17,0,20.55,0.5,21.05,10.5,8.78,1.63,1.48,0.67,0.7,0.15,0.08,0.04,0.1,2.49,2.36,93.62,92.03,81.49,80.2,76.29,73.8,0,0,0,0,0,0,288,246,0,0,0,0,0,0,0,0,0,0,0,0,17.6,13.4,11.72,0,107.26,50.25,2555.04,0,0,0,0,0,0,0,0
SG08,86,2023-08-24,2023,1352,2018.94,1352,2018.94,2505.64,2614.39,26.012,0,1.378,0,27.39,1439.82,0,29.41,0,1469.23,21.557,0,1.587,0,23.144,1319.17,0,32.83,0,1352,107.937,0,2.251,0,110.188,8.18,0,6.86,0,8.15,35.429,74.192,1.579,111.2,45.861,0.985,39.584,86.43,71.53,3.65,7.4,11.05,10.77,8.8,1.71,1.48,0.78,0.7,0.09,0.08,0.04,0.1,2.62,2.36,92.76,92.05,81.58,80.12,75.67,73.75,0,0,0,0,0,0,249,246,0,0,0,0,0,0,0,0,0,0,0,0,18.15,13.71,11.93,0,107.26,44.5,2599.54,0,0,0,0,0,0,0,0
SG08,87,2023-08-25,2023,2039.56,2019.18,2039.56,2019.18,2549.45,2613.6,25.927,0,0.72,0,26.647,1509.84,0,13,0,1522.84,34.199,0,0.347,0,34.546,2028.98,0,10.58,0,2039.56,162.807,0,0.766,0,163.573,8.02,0,7.24,0,8.02,47.81,117.353,0.537,165.7,59.704,0.318,60.878,120.9,34.32,1.9,2.9,4.8,10.68,8.82,1.6,1.49,0.88,0.71,0.1,0.08,0.08,0.09,2.66,2.37,91.76,91.95,81.84,80.27,75.09,73.81,0,0,0,0,0,0,233,246,0,0,0,0,0,0,0,0,0,0,0,0,18.04,13.55,11.75,0,107.26,54.43,2653.97,0,0,0,0,0,0,0,0
SG08,88,2023-08-26,2023,2105.35,2020.18,2105.35,2020.18,2513.85,2612.35,24.584,0,1.029,0,25.613,1491.56,0,17.76,0,1509.32,36.539,0,1.069,0,37.608,2084.53,0,20.82,0,2105.35,167.545,0,1.515,0,169.06,8.04,0,7.28,0,8.03,49.003,123.133,1.064,173.2,79.269,0.626,62.545,142.44,13.08,2.75,1.15,3.9,10.89,8.84,1.79,1.49,0.99,0.71,0.07,0.08,0.01,0.09,2.86,2.37,90.91,91.97,81.11,80.32,73.74,73.87,0,0,0,0,0,0,219,245,0,0,0,0,0,0,0,0,0,0,0,0,17.95,13.52,11.75,0,107.26,54.13,2708.1,0,0,0,0,0,0,0,0
SG08,89,2023-08-27,2023,1817.9,2017.86,1817.9,2017.86,2326.91,2609.04,20.716,0,0,0,20.716,1161.59,0,0,0,1161.59,31.223,0,0.72,0,31.943,1805.69,0,12.21,0,1817.9,136.361,0,0.89,0,137.251,7.55,0,7.29,0,7.55,45.475,109.401,0.624,155.5,55.698,0.366,54.176,110.24,0,4.65,0.6,5.25,10.36,8.86,1.66,1.49,1,0.71,0.13,0.08,0.02,0.1,2.81,2.38,90.35,91.99,80.66,80.25,72.88,73.81,0,0,0,0,0,0,235,245,0,0,0,0,0,0,0,0,0,0,0,0,17.53,12.92,11.08,0,107.26,56.13,2764.23,0,0,0,0,0,0,0,0
SG08,90,2023-08-28,2023,0,1994.99,0,1994.99,0,2609.04,21.832,0,1.08,0,22.912,1323,0,16.65,0,1339.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,8.86,0,1.49,0,0.71,0,0.08,0,0.1,0,2.38,0,91.99,0,80.25,0,73.81,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.26,0,2764.23,0,0,0,0,0,0,0,0
SG08,91,2023-08-29,2023,1000.78,1983.84,1000.78,1983.84,2528.29,2608.57,19.035,0,2.52,0,21.555,948.67,0,39.9,0,988.57,17.622,0,1.8,0,19.422,973.85,0,26.93,0,1000.78,91.386,0,1.687,0,93.073,9.38,0,6.26,0,9.3,25.218,59.132,1.15,85.5,35.533,0.808,29.219,65.56,49.23,12.5,2,14.5,11.98,8.88,1.74,1.49,0.87,0.71,0.01,0.08,0.06,0.1,2.68,2.38,92.74,92,83.71,80.17,77.63,73.76,0,0,0,0,0,0,220,245,0,0,0,0,0,0,0,0,0,0,0,0,18.23,14.8,13.42,0,107.26,44.29,2808.52,0,0,0,0,0,0,0,0
SG08,92,2023-08-30,2023,2011.68,1984.15,2011.68,1984.15,2420.07,2606.29,26.379,0,1.08,0,27.459,1239.59,0,17.69,0,1257.28,37.414,0,1.44,0,38.854,1987.29,0,24.39,0,2011.68,185.509,0,1.778,0,187.287,9.33,0,7.29,0,9.31,61.574,121.177,1.249,184,76.839,0.731,59.63,137.2,11.23,3.5,0.55,4.05,12.17,8.91,1.86,1.5,0.91,0.71,0.07,0.08,0.02,0.09,2.86,2.38,92.52,92.03,82.68,80.24,76.5,73.85,0,0,0,0,0,0,223,245,0,0,0,0,0,0,0,0,0,0,0,0,18.31,14.86,13.49,0,107.26,53.97,2862.49,0,0,0,0,0,0,0,0
SG08,93,2023-08-31,2023,2146.32,1985.93,2146.32,1985.93,2458.79,2604.44,38.466,0,1.44,0,39.906,1533.02,0,23.3,0,1556.32,51.162,0,2.88,0,54.042,2100.1,0,46.22,0,2146.32,200.459,0,3.441,0,203.9,9.55,0,7.44,0,9.5,64.222,129.66,2.418,196.3,77.563,1.389,63.018,141.97,27.6,0,3.05,3.05,12.29,8.95,1.82,1.5,0.91,0.72,0.03,0.08,0.03,0.08,2.79,2.38,92.6,91.96,83.48,80.44,77.3,73.97,0,0,0,0,0,0,143,243,0,0,0,0,0,0,0,0,0,0,0,0,17.77,14.93,13.8,0,107.26,53.17,2915.66,0,0,0,0,0,0,0,0
SG08,94,2023-09-01,2023,82.58,1986.15,82.58,1986.15,82.58,2604.46,2.018,0,0,0,2.018,67.42,0,0,0,67.42,2.16,0,0,0,2.16,82.58,0,0,0,82.58,7.885,0,0,0,7.885,9.55,0,0,0,9.55,180.933,5.067,0,186,174.772,0,2.478,177.25,0,0,0,0,12.28,8.96,61.34,1.53,0.93,0.72,0.03,0.08,-59.57,0.06,2.73,2.39,92.43,91.96,84.14,80.34,77.77,73.88,0,0,0,0,0,0,143,242,0,0,0,0,0,0,0,0,0,0,0,0,17.57,14.91,13.85,0,107.26,0,2915.66,0,0,0,0,0,0,0,0
SG10,1,2023-05-22,2023,646.98,646.98,646.98,646.98,1026.95,1026.95,17.881,0,8.741,0,26.622,1255.84,0,752.59,0,2008.43,5.682,0,2.32,0,8.002,422.01,0,224.97,0,646.98,28.571,0,16.394,0,44.965,6.77,0,7.29,0,6.95,0,0,0,0,0,0,0,0,0,0,5.92,5.92,9.33,9.33,0,0,0.71,0.71,0,0,1.67,1.67,2.38,2.38,92.39,92.39,80.63,80.63,74.49,74.49,1000,17085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04,11.57,9.78,0,0,47.24,47.24,0,0,0,0,0,0,0,0
SG10,2,2023-05-23,2023,1725.9,1423.73,1725.9,1423.73,1907.07,1790.85,14.666,0,3.822,0,18.488,1148.29,0,320.82,0,1469.11,17.347,0,6.008,0,23.355,1260.68,0,465.22,0,1725.9,86.043,0,33.907,0,119.95,6.83,0,7.29,0,6.95,0,0,0,0,0,0,0,0,0,0,2.28,2.28,9.33,9.33,0,0,0.61,0.64,0,0,1.77,1.74,2.38,2.38,93.46,93.14,79.7,117.38,74.49,109.32,250,17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68,11.41,9.71,0,0,46.81,46.93,0,0,0,0,0,0,0,0
SG10,3,2023-05-24,2023,2090.62,1673.81,2090.62,1673.81,2090.62,1919.78,21.337,0,6.418,0,27.755,1756.35,0,436.91,0,2193.26,20.446,0,6.286,0,26.732,1604.44,0,486.18,0,2090.62,110.353,0,35.363,0,145.716,6.88,0,7.27,0,6.97,0,31.5,0,31.5,0,0,9.547,9.547,16.55,0,0,0,9.3,9.32,0.05,0.02,0.54,0.59,0.01,0,1.73,1.75,2.33,2.36,94.19,93.67,79.57,82.93,74.95,77.68,100,17085,0,0,0,0,294,294,0,0,0,0,0,0,0,0,0,0,0,0,15.95,11.81,10.16,0,0,45.05,46.05,0,0,0,0,0,0,0,0
SG10,4,2023-05-25,2023,1474.02,1619.32,1474.02,1619.32,1938.44,1924.38,15.509,0,3.016,0,18.525,1227.19,0,210.72,0,1437.91,14.869,0,3.216,0,18.085,1226.29,0,247.73,0,1474.02,85.083,0,17.951,0,103.034,6.94,0,7.25,0,6.99,0,97.5,0,97.5,0,0,9.547,9.547,2.02,0,5.75,5.75,9.3,9.31,0.16,0.06,0.58,0.59,0.01,0,1.56,1.69,2.31,2.34,93.76,93.66,80.16,83.49,75.16,78.2,0,17085,0,0,0,0,291,292,0,0,0,0,0,0,0,0,0,0,0,0,15.24,11.05,9.38,0,0,45.73,45.97,0,0,0,0,0,0,0,0
SG10,5,2023-05-26,2023,1885.63,1676.39,1885.63,1676.39,2057.05,1954.77,19.567,0,4.999,0,24.566,1500.73,0,387.4,0,1888.13,19.989,0,5.398,0,25.387,1468.27,0,417.36,0,1885.63,100.729,0,30.323,0,131.052,6.86,0,7.27,0,6.95,0,30,0,30,0,0,62.547,62.547,0,0,2,2,9.29,9.31,0.93,0.27,0.58,0.59,0.01,0.01,0.82,1.48,2.34,2.35,93.76,93.66,79.79,82.57,74.81,77.34,50,17085,0,0,0,0,296,293,0,0,0,0,0,0,0,0,0,0,0,0,16.02,11.59,9.81,0,0,45.6,45.88,0,0,0,0,0,0,0,0
SG10,6,2023-05-27,2023,2265.3,1780.31,2265.3,1780.31,2265.3,2016.85,28.478,0,4.889,0,33.367,1817.46,0,369.76,0,2187.22,29.007,0,5.56,0,34.567,1854.19,0,411.11,0,2265.3,128.151,0,29.967,0,158.118,6.91,0,7.29,0,6.98,0,101,0,101,0,0,72.249,72.249,0,0,0,0,9.33,9.31,0.95,0.42,0.58,0.59,0.12,0.03,0.7,1.3,2.35,2.34,93.78,93.66,79.77,83.14,74.81,77.87,150,17085,0,0,0,0,296,294,0,0,0,0,0,0,0,0,0,0,0,0,16.11,11.78,10.05,0,0,45.3,45.75,0,0,0,0,0,0,0,0
SG10,7,2023-05-28,2023,2385.35,1871.07,2385.35,1871.07,2385.35,2078.25,21.712,0,4.673,0,26.385,1871.48,0,362.12,0,2233.6,22.893,0,5.197,0,28.09,1998.19,0,387.16,0,2385.35,137.942,0,28.317,0,166.259,6.9,0,7.31,0,6.97,0,135,0,135,0,0,72.241,72.241,0,0,0,0,9.31,9.31,0.91,0.51,0.6,0.59,0.02,0.03,0.81,1.21,2.34,2.34,93.56,93.66,80.02,83.03,74.87,77.77,100,0,0,0,0,0,290,293,0,0,0,0,0,0,0,0,0,0,0,0,16.11,11.89,10.21,0,0,45.05,45.61,0,0,0,0,0,0,0,0
SG10,8,2023-05-29,2023,2204.01,1914.5,2204.01,1914.5,2204.01,2096.21,25.259,0,3.678,0,28.937,1853.66,0,291.32,0,2144.98,25.533,0,3.713,0,29.246,1900.37,0,303.64,0,2204.01,131.629,0,22.211,0,153.84,6.93,0,7.31,0,6.98,0,161,0,161,0,0,81.784,81.784,0,0,0,0,9.28,9.31,1.11,0.6,0.59,0.59,0.12,0.04,0.48,1.11,2.3,2.34,93.64,93.66,80.32,83.14,75.22,77.87,0,17085,0,0,0,0,255,282,0,0,0,0,0,0,0,0,0,0,0,0,16.45,11.99,10.21,0,0,45.55,45.6,0,0,0,0,0,0,0,0
SG10,9,2023-05-30,2023,2206.97,1948.24,2206.97,1948.24,2206.97,2110.05,29.092,0,4.301,0,33.393,2054.31,0,301.31,0,2355.62,26.688,0,4.256,0,30.944,1903.65,0,303.32,0,2206.97,131.732,0,22.094,0,153.826,6.92,0,7.28,0,6.97,0,158,0,158,0,0,86.427,86.427,0,0,0,0,9.26,9.3,1.16,0.68,0.57,0.59,0.11,0.05,0.45,1.01,2.29,2.33,93.84,93.66,80.32,82.89,75.38,77.63,0,17085,0,0,0,0,264,278,0,0,0,0,0,0,0,0,0,0,0,0,16.54,11.99,10.17,15.27,15.27,45.49,45.62,0,0,0,0,0,0,0,0
SG10,10,2023-05-31,2023,2182.37,1972.46,2182.37,1972.46,2191.5,2119.06,23.007,0,4.935,0,27.942,1759.53,0,313.5,0,2073.03,24.39,0,5.382,0,29.772,1834.75,0,347.62,0,2182.37,126.655,0,25.565,0,152.22,6.9,0,7.35,0,6.97,0,34.04,126.96,161,0,44.117,69.843,113.96,0,0,0.1,0.1,9.26,9.3,1.56,0.78,0.61,0.59,0.09,0.06,0.03,0.9,2.29,2.33,93.41,93.66,80.69,82.66,75.38,77.42,909.47,9438922,0,0,0,66253141,284,279,0,0,0,0,0,0,0,0,0,0,0,0,16.11,11.89,10.21,0,15.27,46,45.64,0,0,0,0,0,0,0,0
SG10,11,2023-06-01,2023,2303.09,2003.46,2303.09,2003.46,2303.09,2137.47,24.485,0,5.331,0,29.816,2021.9,0,334.16,0,2356.06,23.893,0,5.094,0,28.987,1969.65,0,333.44,0,2303.09,135.956,0,24.57,0,160.526,6.9,0,7.37,0,6.97,2.648,95.118,74.734,172.5,0,44.511,59.09,103.601,147.01,0,0,0,9.27,9.29,1.33,0.84,0.61,0.59,0.13,0.06,0.23,0.83,2.3,2.32,93.42,93.65,80.48,82.53,75.19,77.29,100,17085,0,0,0,0,272,278,0,0,0,0,0,0,0,0,0,0,0,0,16.36,11.95,10.19,0,15.27,43.59,45.42,0,0,0,0,0,0,0,0
