id,company_code,plant_code,hari_giling,tgl_giling,thn_giling,KIS,KIS SD,KIS INCLUSIF,KIS INCLUSIF SD,KES,KES SD,HA TEBANG TR,HA TEBANG TS,HA TEBANG KSO,HA TEBANG SPT,HA TEBANG TOTAL,TON TEBANG TR,TON TEBANG TS,TON TEBANG KSO,TON TEBANG SPT,TON TEBANG TOTAL,HA GILING TR,HA GILING TS,HA GILING KSO,HA GILING SPT,HA GILING TOTAL,TON GILING TR,TON GILING TS,TON GILING KSO,TON GILING SPT,TON GILING TOTAL,KRISTAL TR,KRISTAL TS,KRISTAL KSO,KRISTAL SPT,KRISTAL TOTAL,RENDEMEN TR,RENDEMEN TS,RENDEMEN KSO,RENDEMEN SPT,RENDEMEN TOTAL,GULA MILIK PG,GULA MILIK PETANI,GULA MILIK KSO,GULA PRODUKSI,TETES MILIK PG,TETES MILIK KSO,TETES MILIK PETANI,TETES PRODUKSI,tebu_terbakar_total,beban_pabrik,kristal_taksasi,plus_minus_kristal,JAM BERHENTI A,JAM BERHENTI B,TOTAL JAM BERHENTI,pol_tebu,pol_tebu_sd,k_dlm_tetes,k_dlm_tetes_sd,k_dlm_ampas,k_dlm_ampas_sd,k_dlm_blotong,k_dlm_blotong_sd,ef_ov,ef_ov_sd,k_dlm_total,k_dlm_total_sd,ef_me,ef_me_sd,ef_bhr,ef_bhr_sd,ef_or,ef_or_sd,residu,residu_rupiah,bba_ton,bba_rupiah,pln_kwh,pln_rupiah,icumsa,icumsa_sd,bjb,bjb_sd,kadar_air,kadar_air_sd,tetes_brix,tetes_brix_sd,tetes_hk,tetes_hk_sd,tetes_tsai,tetes_tsai_sd,tetes_od,tetes_od_sd,brix,pol,nilainira,analisa_trash,analisa_trash_sd,soc,soc_sd,bpp_kapur,bpp_belerang,bpp_asam_phospat,bpp_flokulan,bpp_filter_aid,karung_dipakai,karung_reject,rain
6855,SGN,SG14,61,45526,2024,3083.17,2677.55,3083.17,2677.46,3400,3395.45,60.982,0,1.639,0,62.621,2830.22,0,70.83,0,2901.05,61.962,0,1.653,0,63.615,3009.59,0,73.58,0,3083.17,219.171,0,5.028,0,224.199,7.28,0,6.833378635,0,7.27,53.324,171.186,3.49,228,78.505,2.207,90.288,171,0,330.919,-3.111,0,2.24,0,2.24,9.4,9.22,1.46,1.39,0.59,0.73,0.06,0.07,0.02,0.14,2.13,2.33,93.75,92.09,82.51,81.2,77.36,74.77,0,0,42.82,0,8688,12545472,278,283,0.81,0.83,0.06,0.05,88.54,88.59,32.5,33.8,61.33,60.67,178.67,161.93,16.12,12.2,10.63,0,0,56.76,56.64,5500,1600,315,6,0,4560,0,1
6856,SGN,SG14,62,45527,2024,144.33,2636.6,144.33,2636.52,3400,3395.45,18.03,0,0.417,0,18.447,786.1,0,19.47,0,805.57,4.057,0,0,0,4.057,144.33,0,0,0,144.33,10.772,0,0,0,10.772,7.46,0,#DIV/0!,0,7.46,2.478,8.522,0,11,19.671,0,4.329,24,0,330.717,-0.202,0,22.98,0,22.98,9.6,9.22,1.45,1.39,0.58,0.73,0.09,0.07,0.02,0.14,2.14,2.33,93.97,92.09,82.73,81.2,77.74,74.78,0,0,186.2,0,7784,11240096,280,283,0.81,0.83,0.06,0.05,88.83,88.59,32.3,33.6,60.95,60.67,180,161.97,16.48,12.56,10.99,0,0,55.43,56.64,250,200,1,1,0,220,0,0
6857,SGN,SG14,63,45528,2024,2800.96,2639.22,2800.96,2639.13,3400,3395.53,48.51,0,0.507,0,49.017,2071.06,0,22.34,0,2093.4,67.262,0,0.756,0,68.018,2755.1,0,45.86,0,2800.96,201.368,0,3.417,0,204.785,7.31,0,7.450937636,0,7.31,51.925,158.679,2.396,213,86.971,1.376,82.653,171,0,323.15,-7.567,0,4.23,0,4.23,9.46,9.23,1.47,1.39,0.6,0.73,0.05,0.07,0.02,0.14,2.15,2.32,93.61,92.12,82.55,81.22,77.27,74.82,0,0,130.12,0,7472,10789568,280,283,0.81,0.83,0.06,0.05,89.1,88.6,32.7,33.6,60.93,60.67,174.65,162.21,16.13,12.26,10.71,0,0,55.34,56.62,4990,1750,280,2,0,4260,0,1
6858,SGN,SG14,64,45529,2024,1580.83,2622.65,1580.83,2622.65,3400,3395.57,19.23,0,0,0,19.23,926.71,0,0,0,926.71,32.266,0,0.523,0,32.789,1557.12,0,23.71,0,1580.83,115.686,0,1.626,0,117.312,7.43,0,6.857865879,0,7.42,34.228,88.144,1.128,123.5,144.575,0.711,46.714,192,0,317.322,-5.828,0,12.84,0,12.84,9.56,9.23,1.46,1.39,0.57,0.73,0.09,0.07,0.02,0.13,2.14,2.32,94.03,92.14,82.55,81.23,77.62,74.85,0,0,115.54,0,7136,10304384,279,283,0.81,0.83,0.06,0.05,88.63,88.64,32.7,33.6,61.6,60.69,170.76,162.38,16.37,12.45,10.89,0,0,55.6,56.61,2780,1350,175,3,0,2470,0,1
6859,SGN,SG14,65,45530,2024,0,2582.21,0,2582.14,0,3395.57,29.399,0,0.36,0,29.759,1425.77,0,19.41,0,1445.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,317.322,0,0,24,0,24,0,9.23,0,1.39,0,0.73,0,0.07,0,0.13,0,2.32,0,92.14,0,81.23,0,74.83,0,0,164.2,0,7408,10697152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.61,0,0,0,0,0,0,0,1
6860,SGN,SG14,66,45531,2024,2112.76,2575.09,2112.76,2575.01,3400,3395.63,24.381,0,0.18,0,24.561,1184.36,0,9.48,0,1193.84,43.023,0,0.45,0,43.473,2088.26,0,24.5,0,2112.76,155.473,0,1.932,0,157.405,7.45,0,7.885714286,0,7.45,36.427,123.21,1.363,161,35.617,0.735,62.648,99,0,314.22,-3.3,0,9.09,0,9.09,9.56,9.23,1.5,1.39,0.57,0.72,0.04,0.07,0.02,0.13,2.13,2.32,94.08,92.16,82.61,81.25,77.72,74.89,0,0,202.92,0,6392,9230048,279,283,0.81,0.83,0.06,0.05,88.02,88.6,32.8,34.3,61.03,60.69,129.91,162.05,16.37,12.47,10.9,0,0,55.38,56.59,3700,1200,245,6,0,3220,0,1
6861,SGN,SG14,67,45532,2024,1725.72,2562.39,1725.72,2562.31,3400,3393.82,24.019,0,0.262,0,24.281,1167.2,0,5.05,0,1172.25,35.362,0,0.352,0,35.714,1716.28,0,9.44,0,1725.72,129.321,0,0.597,0,129.918,7.53,0,6.324152542,0,7.53,27.865,103.225,0.41,131.5,95.229,0.283,51.488,147,0,313.01,-1.012,0,11.82,0,11.82,9.66,9.24,1.49,1.4,0.56,0.72,0.06,0.07,0.02,0.13,2.13,2.32,94.16,92.18,82.77,81.27,77.93,74.92,0,0,190.3,0,6592,9518848,279,283,0.81,0.83,0.06,0.05,88.82,88.6,32.8,34.2,61.8,60.71,148,161.83,16.45,12.48,10.9,0,0,55.63,56.58,3000,1000,210,3,0,2630,0,1
6862,SGN,SG14,68,45533,2024,0,2524.56,0,2524.56,0,3395.67,27.813,0,0.622,0,28.435,1307.91,0,23.22,0,1331.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,313.01,0,0,24,0,24,0,9.24,0,1.4,0,0.72,0,0.07,0,0.13,0,2.32,0,92.18,0,81.27,0,74.92,0,0,97.9,0,7232,10443008,0,283,0,0.83,0,0.05,0,88.6,0,34.2,0,60.71,0,161.83,0,0,0,0,0,0,65.58,0,0,0,0,0,0,0,1
6864,SGN,SG14,69,45534,2024,1811.83,2514.28,1811.83,2514.21,3399.84,3395.71,33.318,0,0.18,0,33.498,1605.82,0,8.95,0,1614.77,37.032,0,0.36,0,37.392,1792.97,0,18.86,0,1811.83,134.542,0,1.51,0,136.052,7.5,0,8.006362672,0,7.51,22.981,111.952,1.067,136,38.645,0.566,53.789,93,0,313.469,0.459,0,11.21,0,11.21,9.64,9.24,1.52,1.4,0.55,0.72,0.04,0.07,0.02,0.13,2.13,2.32,94.32,92.21,82.58,81.28,77.9,74.95,0,0,218.8,0,7462,10778016,279,283,0.82,0.83,0.06,0.05,88.09,88.59,32.8,34.2,61.34,60.72,143,1061.66,16.3,12.54,11.04,0,0,56.57,56.58,3200,850,175,6,0,2720,0,1
6867,SGN,SG14,70,45535,2024,2002.52,2506.95,2002.52,2506.89,3400,3395.76,36.088,0,0.352,0,36.44,1690.16,0,9.15,0,1699.31,40.936,0,0.794,0,41.73,1980.06,0,22.46,0,2002.52,142.666,0,1.539,0,144.205,7.21,0,6.852181656,0,7.2,28.474,123.458,1.068,153,86.924,0.674,59.402,147,0,305.14,-8.329,0,9.86,0,9.86,9.34,9.24,1.43,1.4,0.63,0.72,0.06,0.07,0.02,0.13,2.14,2.31,93.25,92.22,82.67,81.3,77.09,74.97,0,0,60.78,0,7552,10905088,280,283,0.81,0.83,0.09,0.05,88.93,88.6,33,33.2,61.2,60.73,162.33,161.67,15.89,12.16,10.66,0,0,55.18,56.56,3540,1200,245,6,0,3060,0,0
6872,SGN,SG14,71,45536,2024,1803.01,2497.02,1803.01,2496.95,3400,3395.81,39.19,0,0.47,0,39.66,1751.71,0,14.5,0,1766.21,39.643,0,0.47,0,40.113,1788.51,0,14.5,0,1803.01,127.343,0,1.029,0,128.372,7.12,0,7.096551724,0,7.12,15.833,113.45,0.717,130,71.91,0.435,53.655,126,0,303.901,-1.23,0,11.27,0,11.27,9.32,9.24,1.47,1.4,0.65,0.72,0.06,0.07,0.02,0.13,2.2,2.31,93.04,92.23,82.11,81.31,76.39,74.99,0,0,80.3,0,7864,11355616,280,283,0.81,0.83,0.05,0.05,88.73,88.6,32.8,33.2,61.63,60.74,161.67,161.67,16.09,12.12,-110.53,0,0,55.46,56.55,3200,1150,175,3,0,2600,0,1
6875,SGN,SG14,72,45537,2024,2001.37,2490.13,2001.37,2490.06,3399.35,3395.85,36.236,0,0.27,0,36.506,1709.27,0,14.01,0,1723.28,43.99,0,0.18,0,44.17,1991.79,0,9.58,0,2001.37,144.34,0,0.764,0,145.104,7.25,0,7.974947808,0,7.25,20.621,124.84,0.539,146,50.959,0.287,59.754,111,0,303.44,-0.47,0,9.87,0,9.87,10,9.25,1.47,1.4,0.63,0.72,0.05,0.07,0.02,0.13,2.17,2.31,93.3,92.24,82.49,81.32,76.95,75.01,0,0,79.62,0,8232,11887008,280,283,0.8,0.83,0.06,0.05,88.71,88.6,32.8,33.2,61.2,60.75,168.33,161.74,15.99,12.16,10.63,0,0,55.96,56.55,3500,1150,210,6,0,2920,0,1
6877,SGN,SG14,73,45538,2024,1800.51,2480.66,1800.51,2480.6,3400,3395.89,36.05,0,0.532,0,36.582,1658.98,0,17.77,0,1676.75,38.793,0,0.532,0,39.325,1782.77,0,17.74,0,1800.51,131.594,0,1.281,0,132.875,7.38,0,7.22096956,0,7.38,25.606,112.5,0.894,139,32.984,0.533,53.483,87,0,297.733,-5.707,0,11.29,0,11.29,9.54,9.25,1.5,1.4,0.6,0.72,0.04,0.07,0.02,0.13,2.16,2.31,93.69,9.26,82.56,81.33,77.36,75.04,0,0,198.04,0,7536,10881984,280,283,0.81,0.83,0.06,0.05,88.98,88.61,32.7,33.2,61.17,60.75,171.33,161.82,16.2,12.33,10.78,0,0,55.54,56.54,3200,1100,210,3,0,2780,0,0
6884,SGN,SG14,74,45539,2024,2006.94,2474.25,2006.94,2474.18,3400,3395.94,49.999,0,0.622,0,50.621,2248.97,0,20.51,0,2269.48,43.329,0,0.622,0,43.951,1985.31,0,21.63,0,2006.94,149.14,0,1.588,0,150.728,7.51,0,7.341655109,0,7.51,21.034,129.855,1.111,152,59.792,0.648,59.56,120,0,296.916,-0.817,0,9.83,0,9.83,9.67,9.25,1.5,1.4,0.58,0.71,0.06,0.07,0.02,0.13,2.16,2.31,93.98,92.28,82.64,81.35,77.67,75.07,0,0,187.5,0,8488,12256672,280,283,0.81,0.83,0.06,0.05,88.82,88.61,32.8,33.2,60.67,60.75,166.67,161.88,15.24,12.25,11.05,0,0,55.56,56.53,3520,1100,210,3,0,3040,0,1
6885,SGN,SG14,75,45540,2024,1803.35,2465.29,1803.35,2465.29,3400,3395.98,41.978,0,0.45,0,42.428,1967.51,0,20.55,0,1988.06,39.353,0,0.36,0,39.713,1787.34,0,16.01,0,1803.35,134.75,0,1.285,0,136.035,7.54,0,8.026233604,0,7.54,21.851,116.242,0.907,139,44.899,0.481,53.62,99,0,294.37,-2.546,0,11.27,0,11.27,9.72,9.26,1.52,1.4,0.59,0.71,0.05,0.07,0.02,0.12,2.18,2.31,93.97,92.29,82.59,81.36,77.61,75.09,0,0,160.34,0,7632,11020608,279,283,0.81,0.83,0.06,0.05,89.1,88.61,32.6,33.2,61.4,60.76,166,161.91,15.59,12.38,11.1,0,0,55.4,56.51,3200,1000,210,3,0,2780,0,1
6886,SGN,SG14,76,45541,2024,995.36,2445.85,995.36,2445.85,3398.1,3396,26.124,0,0.353,0,26.477,1182.39,0,8.68,0,1191.07,21.893,0,0.09,0,21.983,990.92,0,4.44,0,995.36,73.922,0,0.359,0,74.281,7.46,0,8.085585586,0,7.46,9.932,64.315,0.253,74.5,9.14,0.133,29.727,39,0,294.369,-0.001,0,16.97,0,16.97,9.63,9.26,1.54,1.4,0.59,0.71,0.04,0.07,0.02,0.12,2.19,2.31,93.88,92.3,82.38,81.37,77.33,75.1,0,0,132.28,0,7680,11089920,280,283,0.81,0.83,0.06,0.05,88.39,88.61,32.7,33.3,61.84,60.77,173.33,161.96,15.39,12.32,11.09,0,0,55.26,56.51,1750,500,105,2,0,1490,0,0
6888,SGN,SG14,77,45542,2024,1990.65,2439.99,1990.65,2439.99,3400.4,3396.84,33.509,0,0.09,0,33.599,1491.28,0,2.52,0,1493.8,43.608,0,0.443,0,44.051,1979.45,0,11.2,0,1990.65,133.725,0,0.738,0,134.463,6.76,0,6.589285714,0,6.75,16.295,129.695,0.51,146.5,39.28,0.336,59.384,99,0,269.66,-24.709,0,9.95,0,9.95,9.5,9.26,1.44,1.4,0.6,0.71,0.1,0.07,0.02,0.12,2.16,2.3,93.68,92.32,82.48,81.38,77.26,75.13,0,0,149.86,0,6936,10015584,280,283,0.81,0.83,0.06,0.05,88.92,88.61,32.6,33.3,61.19,60.77,172.19,162.05,16,12.23,10.73,0,0,55.74,56.5,3550,1000,210,3,0,2930,0,1
6889,SGN,SG14,78,45543,2024,1800.33,2431.71,1800.33,2431.71,3399.52,3396.08,35.568,0,0,0,35.568,1600.94,0,0,0,1600.94,39.99,0,0.09,0,40.08,1796.89,0,3.44,0,1800.33,124.024,0,0.277,0,124.301,6.9,0,8.052325581,0,6.9,16.207,120.098,0.195,136.5,68.99,0.103,53.907,123,0,265.93,-3.73,0,11.29,0,11.29,9.59,9.27,1.47,1.4,0.63,0.71,0.06,0.07,0.02,0.12,2.18,2.3,93.42,92.33,82.71,81.39,77.27,75.15,0,0,109.98,0,6112,8825728,280,283,0.81,0.83,0.06,0.06,89.08,88.62,32.6,33.3,61.26,60.78,170.33,162.15,16.13,12.33,10.81,0,0,61.63,56.55,3200,1050,210,3,0,2730,0,0
6901,SGN,SG14,79,45544,2024,1703.55,2422.48,1703.55,2422.48,3398.6,3396.12,34.599,0,0.09,0,34.689,1554.47,0,2.69,0,1557.16,37.471,0,0.09,0,37.561,1700.86,0,2.69,0,1703.55,116.175,0,0.217,0,116.392,6.83,0,8.066914498,0,6.83,5.355,112.491,0.154,118,68.894,0.081,51.025,120,0,261.72,-4.21,0,11.97,0,11.97,9.3,9.27,1.47,1.4,0.68,0.71,0.05,0.07,0.05,0.12,2.24,2.3,92.74,92.33,81.88,81.4,75.93,75.16,0,0,111.7,0,7904,11413376,281,283,0.81,0.83,0.06,0.06,88.96,88.62,32.7,33.3,61.02,60.78,174,162.28,16.05,12.03,10.42,0,0,55.18,56.48,3000,1000,175,2,0,2360,0,1
6913,SGN,SG14,80,45545,2024,1603.35,2412.23,1603.35,2412.23,3399.33,3396.15,35.813,0,0,0,35.813,1607.97,0,0,0,1607.97,35.566,0,0,0,35.566,1603.35,0,0,0,1603.35,106.62,0,0,0,106.62,6.65,0,#DIV/0!,0,6.65,0.792,106.208,0,107,35.899,0,48.101,84,0,269.66,7.94,0,12.68,0,12.68,8.91,9.26,1.49,1.4,0.71,0.71,0.04,0.07,0.02,0.12,2.26,2.3,92,92.33,81.12,81.4,74.63,75.15,0,0,160.16,0,8200,11840800,280,283,0.81,0.83,0.06,0.06,88.92,88.63,32.8,33.3,61.27,60.79,175.33,162.38,15.53,11.47,9.84,0,0,55.51,56.47,2800,1050,158,3,0,2140,0,0
6914,SGN,SG14,81,45546,2024,1694.84,2403.41,1694.84,2403.36,3400,3396.18,36.45,0,0,0,36.45,1677.99,0,0,0,1677.99,36.92,0,0,0,36.92,1694.84,0,0,0,1694.84,114.909,0,0,0,114.909,6.78,0,#DIV/0!,0,6.78,3.903,115.097,0,119,21.155,0,50.845,72,0,290.541,-3.735,0,12.04,0,12.04,8.99,9.26,1.41,1.4,0.68,0.71,0.08,0.07,0.04,0.12,2.21,2.3,92.39,92.33,81.8,81.4,75.42,75.15,0,0,190.28,0,8208,11852352,281,283,0.8,0.83,0.06,0.06,88.83,88.63,32.7,33.3,60.98,60.79,181,167.5,15.7,11.61,9.97,0,0,52.51,56.44,3000,1050,210,4,0,2380,0,0
6915,SGN,SG14,82,45547,2024,602.3,2381.36,602.3,2381.36,3401.22,3396.16,37.476,0,0,0,37.476,1677.7,0,0,0,1677.7,13.855,0,0,0,13.855,602.3,0,0,0,602.3,40.653,0,0,0,40.653,6.75,0,#DIV/0!,0,6.75,4.277,40.723,0,45,89.931,0,18.069,108,0,261.72,-4.205,0,19.75,0,19.75,9,9.26,1.48,1.41,0.69,0.71,0.06,0.07,0.02,0.12,2.25,2.3,92.37,92.33,81.19,81.4,75,75.15,0,0,161.2,0,7624,11009056,282,283,0.8,0.83,0.07,0.06,88.98,88.63,32.8,33.3,62.49,60.81,184,162.78,15.7,11.59,9.95,0,0,55.62,56.43,1030,550,88,2,0,900,0,0
6916,SGN,SG14,83,45548,2024,2000.91,2376.77,2000.91,2376.77,3400.98,3396.23,26.444,0,0,0,26.444,1264.27,0,0,0,1264.27,43.596,0,0,0,43.596,2000.91,0,0,0,2000.91,136.018,0,0,0,136.018,6.8,0,#DIV/0!,0,6.8,0,113.5,0,113.5,23.973,0,60.027,84,0,284.57,22.85,0,9.88,0,9.88,9.05,9.26,1.48,1.41,0.72,0.71,0.04,0.07,0.02,0.12,2.25,2.3,92.1,92.33,81.59,81.4,75.14,75.15,0,0,106.28,0,8144,11759936,280,283,0.8,0.83,0.06,0.06,90,88.63,32.7,33.3,62.59,60.84,175.33,162.8,15.51,11.49,9.89,0,0,55.47,56.42,3550,1050,210,4,0,2270,0,1
6917,SGN,SG14,84,45549,2024,0,2348.43,0,2348.43,0,3396.23,20.455,0,0.204,0,20.659,989.47,0,13.97,0,1003.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,284.57,0,0,24,0,24,0,9.26,0,1.41,0,0.71,0,0.07,0,0.12,0,2.3,0,92.33,0,81.39,0,75.15,0,0,169.8,0,7832,11309408,0,283,0,0.83,0,0.06,0,88.63,0,33.2,0,60.84,0,162.8,0,0,0,0,0,0,56.99,0,0,0,0,0,0,0,1
6918,SGN,SG14,85,45550,2024,2395.56,2348.98,2395.56,2348.98,3399.97,3396.28,44.738,0,0.591,0,45.329,2000.12,0,47.56,0,2047.68,51.574,0,0.591,0,52.165,2348,0,47.56,0,2395.56,158.2,0,4.114,0,162.314,6.74,0,8.650126156,0,6.78,0,123,0,123,27.133,1.427,70.44,99,0,324.25,39.68,0,2.42,4.67,7.09,9.1,9.26,1.51,1.41,0.72,0.71,0.07,0.07,0.02,0.12,2.32,2.3,92.07,92.32,80.87,81.39,74.46,75.14,0,0,153.18,0,7120,10281280,280,282,0.8,0.83,0.06,0.06,89.16,88.64,32.7,33.2,62.59,60.86,175.33,162.91,15.49,11.54,9.95,0,0,54.27,56.99,4120,190,315,9,0,2460,0,0
6919,SGN,SG14,86,45551,2024,2225.62,2347.55,2225.62,2347.55,3400.06,3396.32,39.13,0,0.631,0,39.761,1820.95,0,46.9,0,1867.85,47.32,0,0.764,0,48.084,2171.1,0,54.52,0,2225.62,146.478,0,4.686,0,151.164,6.75,0,8.595011005,0,6.79,0,170.5,0,170.5,62.232,1.635,65.133,129,0,305.43,-18.82,0,8.29,0,8.29,9.11,9.25,1.51,1.41,0.72,0.71,0.07,0.07,0.02,0.12,2.32,2.3,92.07,92.32,80.98,81.38,74.56,75.13,0,0,166.86,0,7576,10939744,0,282,0.81,0.83,0.06,0.06,88.98,88.64,32.9,33.2,62.55,60.89,181.33,163.11,15.76,11.71,10.09,0,0,58.41,56.97,3900,1400,245,9,0,3410,0,0
6920,SGN,SG14,87,45552,2024,2001.51,2343.61,2001.51,2343.61,3400,3396.35,39.724,0,1.105,0,40.829,1850.64,0,80.68,0,1931.32,41.72,0,1.176,0,42.896,1914.48,0,87.03,0,2001.51,122.034,0,7.48,0,129.514,6.37,0,8.594737447,0,6.47,0,160,0,160,56.954,2.611,57.435,117,0,300.017,-29.98,0,9.87,0,9.87,8.73,9.25,1.49,1.41,0.7,0.71,0.05,0.07,0.02,0.11,2.26,2.3,92.01,92.32,80.56,81.37,74.12,75.12,0,0,154.42,0,7824,11297856,280,282,0.82,0.83,0.05,0.06,890,88.65,32.9,33.2,61.75,60.9,177,16.25,15.07,11.12,9.54,0,0,56.21,56.96,3000,1200,210,9,0,3200,0,0
6921,SGN,SG14,88,45553,2024,2002.12,2339.68,2002.12,2339.68,3400.63,3396.39,37.656,0,1.344,0,39,1848.85,0,110.26,0,1959.11,41.898,0,1.344,0,43.242,1891.86,0,110.26,0,2002.12,122.64,0,9.513,0,132.153,6.48,0,8.627788863,0,6.6,5.907,123.269,18.324,147.5,77.936,3.308,56.756,138,0,260.52,41.103,0,8.87,1,9.87,8.9,9.25,1.52,1.41,0.69,0.71,0.07,0.07,0.02,0.12,2.3,2.3,92.28,92.32,80.37,81.37,74.16,75.11,0,0,193.54,0,7560,10916640,281,282,0.82,0.83,0.06,0.06,89,88.65,32.9,33.2,62.19,60.92,180.67,163.46,15.15,11.3,9.76,0,0,56.19,56.96,3500,1300,210,9,0,2950,0,0
6924,SGN,SG14,89,45554,2024,2549.95,2342.04,2549.95,2342.04,3399.93,3396.43,44.035,0,1.418,0,45.453,1728.99,0,117.3,0,1846.29,53.906,0,1.418,0,55.324,2432.65,0,117.3,0,2549.95,154.417,0,10.134,0,164.551,6.35,0,8.639386189,0,6.45,162.322,157.773,7.205,327.3,373.502,3.519,72.979,450,0,98.75,-161.77,0,0,6,6,8.73,9.24,1.5,1.41,0.69,0.71,0.07,0.07,0.02,0.11,2.28,2.3,92.05,92.32,80.29,81.35,73.9,75.1,0,0,1124.1,0,29236,42216784,280,282,0.81,0.82,0.06,0.06,89.11,88.66,32.8,33.2,62.21,60.93,174.67,163.62,14.94,11.02,9.46,0,0,55.69,56.94,4900,1800,385,3,0,6546,0,0
1723,SGN,SG15,1,45465,2024,1266.13,1266.13,1266.13,1266.13,2340.24,2340.24,25.979,0,0,0,25.979,2491.5,0,0,0,2491.5,12.226,0,0,0,12.226,1266.13,0,0,0,1266.13,87.237,0,0,0,87.237,6.89,0,#DIV/0!,0,6.89,0,0,0,0,0,0,0,0,0,87.237,53.641,-33.595,0,8.95,8.95,9.1,9.1,0.05,0.05,0.82,0.82,0.03,0.03,1.31,1.31,2.21,2.21,92.18,92.18,82.14,82.14,75.71,75.71,0,0,60,0,4827.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,1100,210,4,0,0,0,1
1885,SGN,SG15,2,45466,2024,1593.74,1577.86,1593.74,1577.86,2630.66,2735.63,12.006,0,0,0,12.006,1247.54,0,0,0,1247.54,16.432,0,0,0,16.432,1593.74,0,0,0,1593.74,110.46,0,0,0,110.46,6.93,0,#DIV/0!,0,6.93,0,0,0,0,0,0,0,0,0,197.697,78.017,-32.443,0,9.46,9.46,9.1,9.1,0.05,0.05,0.72,0.72,0.04,0.04,1.36,1.38,2.17,2.19,92.07,92.12,82.71,82.46,76.15,75.96,0,0,60,0,119262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,1100,210,6,0,0,0,0
1725,SGN,SG15,3,45467,2024,1650.55,1603.7,1650.55,1603.7,2565.62,2658.4,18.022,0,0,0,18.022,1773.46,0,0,0,1773.46,16.925,0,0,0,16.925,1650.55,0,0,0,1650.55,114.418,0,0,0,114.418,6.93,0,#DIV/0!,0,6.93,0,41,0,41,0,0,8.5,8.5,0,271.237,33.967,-39.574,0,8.56,8.56,9.1,9.1,0.22,0.11,0.65,0.69,0.11,0.06,1.18,1.31,2.17,2.18,92.83,92.38,82.06,82.31,76.18,76.04,0,0,25,0,10938.6,0,273,273,0.86,0.86,0.05,0.05,89.21,89.21,37.7,37.7,0,0,0,0,99.95,99.87,11.42,0,0,0,0,3200,1250,210,6,0,820,0,0
1726,SGN,SG15,4,45468,2024,1545.72,1588.5,1545.72,1588.5,2565.51,2634.06,17.356,0,0,0,17.356,1634.55,0,0,0,1634.55,15.359,0,0,0,15.359,1545.72,0,0,0,1545.72,107.279,0,0,0,107.279,6.94,0,#DIV/0!,0,6.94,0,93.3,0,93.3,0,0,28.9,28.9,0,285.496,21.651,7.393,0,9.54,9.54,9.1,9.1,0.6,0.24,0.75,0.71,0.11,0.08,0.7,1.15,2.16,2.18,91.76,92.22,83.12,82.52,76.27,76.1,0,0,3,0,0,0,279,277,0.86,0.86,0.05,0.05,85.29,86.18,34.5,35.3,0,0,0,0,99.95,99.87,11.51,0,0,0,0,2550,1250,315,6,0,1866,0,1
1727,SGN,SG15,5,45469,2024,1588.39,1588.47,1588.39,1588.47,2593.29,2625.48,19.066,0,0,0,19.066,1665.55,0,0,0,1665.55,17.121,0,0,0,17.121,1588.39,0,0,0,1588.39,110.68,0,0,0,110.68,6.97,0,#DIV/0!,0,6.97,0,69,0,69,0,0,57.8,57.8,0,327.382,9.063,-32.824,0,9.3,9.3,9.1,9.1,1.06,0.41,0.86,0.74,0.15,0.09,0.06,0.93,2.13,2.17,90.53,91.87,84.58,82.94,76.57,76.2,0,0,60,0,4360.31,0,279,278,0.86,0.86,0.05,0.05,85.12,85.54,33.8,34.4,0,0,0,0,99.95,99.85,11.45,0,0,0,0,3400,1250,315,6,0,1380,0,1
1728,SGN,SG15,6,45470,2024,550.66,1409.93,550.66,1409.93,2632.64,2625.96,10.033,0,0,0,10.033,825.01,0,0,0,825.01,4.758,0,0,0,4.758,550.66,0,0,0,550.66,38.391,0,0,0,38.391,6.97,0,#DIV/0!,0,6.97,0,26.9,0,26.9,0,0,20.4,20.4,0,338.954,13.688,2.117,0,18.98,18.98,9.1,9.1,1.03,0.45,0.75,0.74,0.27,0.1,0.07,0.87,2.13,2.16,91.71,91.86,83.54,82.98,76.61,76.23,0,0,0,0,1598.75,0,272,277,0.81,0.85,0.05,0.05,85.77,85.58,27.82,29.13,32.44,32.44,0,0,99.95,99.87,11.42,0,0,0,0,1300,450,105,2,0,538,0,1
