id,company_code,plant_code,hari_giling,tgl_giling,thn_giling,KIS,KIS SD,KIS INCLUSIF,KIS INCLUSIF SD,KES,KES SD,HA TEBANG TR,HA TEBANG TS,HA TEBANG KSO,HA TEBANG SPT,HA TEBANG TOTAL,TON TEBANG TR,TON TEBANG TS,TON TEBANG KSO,TON TEBANG SPT,TON TEBANG TOTAL,HA GILING TR,HA GILING TS,HA GILING KSO,HA GILING SPT,HA GILING TOTAL,TON GILING TR,TON GILING TS,TON GILING KSO,TON GILING SPT,TON GILING TOTAL,KRISTAL TR,KRISTAL TS,KRISTAL KSO,KRISTAL SPT,KRISTAL TOTAL,RENDEMEN TR,RENDEMEN TS,RENDEMEN KSO,RENDEMEN SPT,RENDEMEN TOTAL,GULA MILIK PG,GULA MILIK PETANI,GULA MILIK KSO,GULA PRODUKSI,TETES MILIK PG,TETES MILIK KSO,TETES MILIK PETANI,TETES PRODUKSI,tebu_terbakar_total,beban_pabrik,kristal_taksasi,plus_minus_kristal,JAM BERHENTI A,JAM BERHENTI B,TOTAL JAM BERHENTI,pol_tebu,pol_tebu_sd,k_dlm_tetes,k_dlm_tetes_sd,k_dlm_ampas,k_dlm_ampas_sd,k_dlm_blotong,k_dlm_blotong_sd,ef_ov,ef_ov_sd,k_dlm_total,k_dlm_total_sd,ef_me,ef_me_sd,ef_bhr,ef_bhr_sd,ef_or,ef_or_sd,residu,residu_rupiah,bba_ton,bba_rupiah,pln_kwh,pln_rupiah,icumsa,icumsa_sd,bjb,bjb_sd,kadar_air,kadar_air_sd,tetes_brix,tetes_brix_sd,tetes_hk,tetes_hk_sd,tetes_tsai,tetes_tsai_sd,tetes_od,tetes_od_sd,brix,pol,nilainira,analisa_trash,analisa_trash_sd,soc,soc_sd,bpp_kapur,bpp_belerang,bpp_asam_phospat,bpp_flokulan,bpp_filter_aid,karung_dipakai,karung_reject,rain
7721,SGN,SG01,1,45308,2024,2535.97,2535.97,2535.97,2535.97,3199.96,3199.96,0,0,74.658,0,74.658,0,0,3991.22,0,3991.22,0,0,47.664,0,47.664,0,0,2535.97,0,2535.97,0,0,143.854,0,143.854,0,0,5.672543445,0,5.67,0,0,0,0,0,0,0,0,0,143.79,86.42,-57.37,0,4.98,4.98,8.14,8.14,0,0,0.82,0.82,0.08,0.08,1.57,1.57,2.47,2.47,89.96,89.96,77.48,77.48,69.7,69.7,0,0,180,72000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.46,10.66,9.14,0,0,0.56,0.56,4360,1400,115,8,0,0,0,1
7722,SGN,SG01,2,45309,2024,2746.24,2641.11,2746.24,2641.11,3199.97,3199.97,0,0,35.673,0,35.673,0,0,1872.79,0,1872.79,0,0,51.694,0,51.694,0,0,2746.24,0,2746.24,0,0,155.13,0,155.13,0,0,5.648814379,0,5.65,0,0,0,0,0,0,0,0,0,298.95,165.85,10.69,3.4034,0,3.403,7.97,8.05,0,0,0.68,0.75,0.08,0.08,1.56,1.56,2.32,2.39,91.45,90.73,77.5,77.49,70.87,70.3,0,0,63,25200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75,10.72,9.11,0,0,56,56,4690,1250,105,9,0,0,0,0
7723,SGN,SG01,3,45310,2024,2821.69,2701.3,2821.69,2701.3,3200.1,3200.01,0,0,42.639,0,42.639,0,0,2239.89,0,2239.89,0,0,53.612,0,53.612,0,0,2821.69,0,2821.69,0,0,159.381,0,159.381,0,0,5.648423463,0,5.65,0,0,46,46,0,0,0,0,0,412.52,19.02,-94.54,2.838,0,2.838,7.83,7.97,0,0,0.67,0.72,0.08,0.08,1.43,1.52,2.18,2.32,91.45,90.98,78.89,77.97,72.15,70.93,0,0,0,0,0,0,247,247,0.91,0.91,0.04,0.04,0,0,0,0,0,0,0,0,14.92,10.77,9.11,0,0,56,56,4360,1250,105,8,0,600,320,1
76,SGN,SG01,4,45311,2024,187.92,2072.95,187.92,2072.95,3198.64,3199.98,0,0,44.024,0,44.024,0,0,2262.39,0,2262.39,0,0,3.335,0,3.335,0,0,187.92,0,187.92,0,0,10.613,0,10.613,0,0,5.647616007,0,5.65,0,0,100,100,0,0,0,0,0,323.43,-69.59,19.49,22.5905,0,22.59,7.83,7.97,0,0,0.63,0.72,0.22,0.09,1.33,1.5,2.18,2.31,91.93,91,78.47,77.98,72.13,70.96,0,0,0,0,0,0,245,246,0.89,0.89,0.06,0.05,0,0,0,0,0,0,0,0,14.84,10.76,9.13,0,0,56,56,325,350,15,2,0,2000,0,0
22,SGN,SG01,5,45312,2024,2805.91,2219.55,2805.91,2219.55,3199.44,3199.85,0,0,46.544,0,46.544,0,0,2456.36,0,2456.36,0,0,54.427,0,54.427,0,0,2805.91,0,2805.91,0,0,158.563,0,158.563,0,0,5.651036562,0,5.65,0,0,85,85,0,0,0,0,0,397.22,59.79,-14,1.9525,1,2.952,7.78,7.92,0,0,0.67,0.71,0.09,0.09,1.37,1.47,2.13,2.27,91.42,91.1,79.46,78.35,72.64,71.38,0,0,300,120000000,0,0,248,0,0.9,0.9,0.08,0.08,0,0,0,0,0,0,0,0,14.05,10.53,9.12,0,0,0.56,0.56,4605,1500,105,9,0,1700,0,0
77,SGN,SG01,6,45313,2024,1516.09,2102.3,1516.09,2102.3,3200.19,3199.89,0,0,38.718,0,38.718,0,0,2076.37,0,2076.37,0,0,29,0,29,0,0,1516.09,0,1516.09,0,0,85.055,0,85.055,0,0,5.61015507,0,5.61,0,0,28,28,0,40,0,40,0,454.2,61.6,4.46,0,12.63,12.63,7.62,7.89,0.77,0.09,0.66,0.7,0.04,0.08,0.54,1.37,2.01,2.24,91.31,91.12,80.62,78.61,73.61,71.64,0,0,0,0,0,0,248,247,0.88,0.89,0.05,0.06,81,81,35.81,35.81,53.52,53.52,0,0,14.71,10.66,9.04,0,0,56,56,2805,1350,75,6,0,560,0,1
33,SGN,SG01,7,45314,2024,3121.62,2247.92,3121.62,2247.92,3200.29,3199.97,0,0,46.612,0,46.612,0,0,2540.46,0,2540.46,0,0,57.761,0,57.761,0,0,3121.62,0,3121.62,0,0,175.129,0,175.129,0,0,5.610195988,0,5.61,0,0,166,166,0,92,0,92,0,453.72,9.76,0.64,0.59,0,0.59,7.61,7.83,0.81,0.24,0.67,0.69,0.1,0.09,0.42,1.17,2,2.19,91.16,91.13,80.83,79.04,73.68,72.03,0,0,0,0,0,0,240,244,0.89,0.89,0.03,0.05,81,81,33.9,34.48,54.43,54.15,0,0,14.71,10.66,9.04,0,0,56,56,5040,1250,105,9,0,3320,0,1
47,SGN,SG01,8,45315,2024,3274.75,2376.27,3274.75,2376.27,3274.75,3212.61,0,0,57.124,0,57.124,0,0,2958.6,0,2958.6,0,0,61.475,0,61.475,0,0,3274.75,0,3274.75,0,0,183.709,0,183.709,0,0,5.609863348,0,5.61,0,0,184,184,0,116,0,116,0,464.24,58.53,58.27,0,0,0,7.61,7.79,0.97,0.36,0.71,0.7,0.12,0.09,0.2,1,2,2.15,90.71,91.06,81.25,79.41,73.7,72.31,0,0,0,0,0,0,242,243,0.86,0.88,0.07,0.06,81.25,81.12,33.77,34.15,55.6,54.83,0,0,14.79,10.69,9.05,0,0,56,0,5220,1350,105,9,0,3680,0,0
78,SGN,SG01,9,45316,2024,3207.69,2468.65,3207.69,2468.65,3207.69,3211.89,0,0,61.681,0,61.681,0,0,3041.77,0,3041.77,0,0,63.763,0,63.763,0,0,3207.69,0,3207.69,0,0,179.928,0,179.928,0,0,5.609270222,0,5.61,0,0,185,185,0,120,0,120,0,459.74,45.12,49.62,0,0,0,7.61,7.77,1.06,0.46,0.69,0.7,0.13,0.1,0.12,0.88,2,2.14,90.95,91.05,81.07,79.64,73.74,72.51,0,0,0,0,0,0,242,243,0.88,0.88,0.06,0.06,84.26,82.14,33.75,34.02,55.8,55.15,0,0,14.88,10.72,9.06,0,0,56,56,5180,1150,105,9,0,3700,0,1
49,SGN,SG01,10,45317,2024,3203.93,2542.18,3203.93,2542.18,3203.93,3210.89,0,0,56.083,0,56.083,0,0,2585.57,0,2585.57,0,0,67.196,0,67.196,0,0,3203.93,0,3203.93,0,0,179.721,0,179.721,0,0,5.609392215,0,5.61,27.829,0,157.171,185,0,120,0,120,0,455.04,-58.39,-53.68,0,0,0,7.61,7.75,1.08,0.54,0.69,0.69,0.11,0.1,0.12,0.79,2,2.12,90.94,91.03,81.09,79.82,73.74,72.67,0,0,0,0,0,0,240,243,0.89,0.88,0.05,0.06,85.24,82.9,33.96,34,52.3,54.45,0,0,14.88,10.72,9.06,0,0,56,56,5225,1300,105,9,0,3700,0,0
50,SGN,SG01,11,45318,2024,2771.2,2563,2771.2,2563,3199.08,3209.72,0,0,56.304,0,56.304,0,0,2651.54,0,2651.54,0,0,60.851,0,60.851,0,0,2771.2,0,2771.2,0,0,156.033,0,156.033,0,0,5.630521074,0,5.63,71.37,0,103.63,175,0,104,0,104,0,436.58,-49.58,-31.12,3.21,0,3.21,7.64,7.74,1.07,0.59,0.69,0.69,0.12,0.1,0.13,0.73,2.01,2.11,90.94,91.02,81.06,79.94,73.71,72.77,0,0,0,0,0,0,238,242,0.9,0.89,0.02,0.05,82.19,82.78,34.55,34.1,52.5,54.1,0,0,14.93,10.75,9.08,0,0,56,56,4935,1050,88,9,0,3500,0,0
51,SGN,SG01,12,45319,2024,2935.32,2594.03,2935.32,2594.03,3200.71,3208.87,0,0,57.475,0,57.475,0,0,2656.31,0,2656.31,0,0,62.264,0,62.264,0,0,2935.32,0,2935.32,0,0,165.19,0,165.19,0,0,5.627665808,0,5.63,65.351,0,109.649,175,0,112,0,112,0,427.36,62.29,71.51,1.99,0,1.99,7.64,7.73,1.12,0.64,0.64,0.69,0.14,0.1,0.12,0.67,2.01,2.1,91.68,91.09,80.34,79.98,73.66,72.85,0,0,0,0,0,0,242,242,0.91,0.89,0.04,0.05,85.61,85.61,34.4,34.15,58.4,54.79,0,0,14.9,10.74,9.08,0,0,56,56,4875,1250,158,8,0,3500,0,0
52,SGN,SG01,13,45320,2024,2341.88,2574.63,2341.88,2574.63,3198.93,3208.17,0,0,52.023,0,52.023,0,0,2505.53,0,2505.53,0,0,48.926,0,48.926,0,0,2341.88,0,2341.88,0,0,131.816,0,131.816,0,0,5.628640238,0,5.63,37.74,0,87.26,125,0,88,0,88,0,434.58,-7.57,-14.79,6.43,0,6.43,7.63,7.72,1.06,0.67,0.68,0.69,0.15,0.11,0.11,0.62,2,2.09,91.12,91.09,80.92,80.05,73.73,72.91,0,0,0,0,0,0,235,241,0.9,0.89,0.03,0.05,85.25,83.45,33.22,34.04,56.6,54.99,0,0,14.88,10.74,9.08,0,0,56,56,3940,1100,140,9,0,2500,0,1
53,SGN,SG01,14,45321,2024,2581.82,2575.14,2581.82,2575.14,3199.61,3207.56,0,0,68.622,0,68.622,0,0,3363.5,0,3363.5,0,0,51.162,0,51.162,0,0,2581.82,0,2581.82,0,0,145.375,0,145.375,0,0,5.630717866,0,5.63,58.432,0,96.568,155,0,90,0,90,0,425.4,-40.6,-31.42,4.634,0,4.634,7.63,7.71,1.01,0.7,0.67,0.69,0.1,0.11,0.22,0.58,2,2.08,91.18,91.1,80.96,80.11,73.82,72.98,0,0,0,0,0,0,232,240,0.89,0.89,0.02,0.04,85.89,83.7,33.58,34.13,54.6,54.95,0,0,14.87,10.73,9.07,0,0,56,56,4565,1150,140,7,0,3100,0,0
54,SGN,SG01,15,45322,2024,3096.86,2609.93,3096.86,2609.93,3199.51,3206.92,0,0,70.17,0,70.17,0,0,3150.76,0,3150.76,0,0,67.002,0,67.002,0,0,3096.86,0,3096.86,0,0,174.354,0,174.354,0,0,5.630025251,0,5.63,76.255,0,115.745,192,0,106,0,106,0,408.73,13.77,31.01,0.77,0,0.77,7.63,7.71,0.99,0.72,0.69,0.69,0.13,0.12,0.19,0.55,2,2.08,90.94,91.08,81.12,80.19,73.77,73.04,0,0,0,0,0,0,234,240,0.91,0.89,0.05,0.05,84.3,83.77,34.34,34.27,55.11,54.97,0,0,14.87,10.73,9.07,0,0,56,56,5210,1100,122,9,0,3840,0,1
55,SGN,SG01,16,45323,2024,3200.44,2646.83,3200.44,2646.83,3200.44,3206.43,0,0,67.425,0,67.425,0,0,2996.24,0,2996.24,0,0,74.226,0,74.226,0,0,3200.44,0,3200.44,0,0,180.166,0,180.166,0,0,5.629413456,0,5.63,76.15,0,119.85,196,0,116,0,116,0,393.5,-8.48,6.75,0,0,0,7.64,7.7,1.04,0.75,0.65,0.68,0.11,0.13,0.21,0.51,2.01,2.07,91.52,91.12,80.55,80.22,73.72,73.09,0,0,0,0,0,0,236,239,0.9,0.89,0.04,0.04,85.2,83.92,33.57,34.31,55.45,55.02,0,0,14.85,10.73,9.08,0,0,56,56,5640,1150,123,11,0,3920,0,0
56,SGN,SG01,17,45324,2024,3160.68,2677.06,3160.68,2677.06,3200.01,3205.98,0,0,72.09,0,72.09,0,0,3176.23,0,3176.23,0,0,71.007,0,71.007,0,0,3160.68,0,3160.68,0,0,177.922,0,177.922,0,0,5.629231684,0,5.63,45.978,0,119.022,165,0,124,0,124,0,406.54,19.9,6.46,0,0.2949,0.295,7.63,7.7,1.12,0.78,0.68,0.68,0.15,0.14,0.05,0.47,2,2.07,91.15,91.12,80.96,80.27,73.79,73.14,0,0,0,0,0,0,236,239,0.91,0.89,0.03,0.04,84.57,83.98,33.76,34.35,54.44,54.96,0,0,14.85,10.73,9.08,0,0,56,0.56,5640,1250,123,10,0,3300,0,1
57,SGN,SG01,18,45325,2024,2918.65,2690.48,2918.65,2690.48,3199.98,3205.62,0,0,62.08,0,62.08,0,0,2752.87,0,2752.87,0,0,64.745,0,64.745,0,0,2918.65,0,2918.65,0,0,164.613,0,164.613,0,0,5.640039059,0,5.64,81.072,0,109.928,191,0,104,0,104,0,380.73,-27.58,-1.76,2.11,0,2.11,7.64,7.69,1.02,0.8,0.65,0.68,0.15,0.14,0.18,0.44,2,2.06,91.47,91.14,80.67,80.29,73.79,73.18,0,0,0,0,0,0,230,238,0.88,0.89,0.02,0.04,84.46,84.02,34.05,34.41,57.6,55.17,0,0,14.84,10.74,9.1,0,0,56,56,6305,1200,122,10,0,3820,0,1
79,SGN,SG01,19,45326,2024,3275.49,2721.27,3275.49,2721.27,3275.49,3209.96,0,0,61.761,0,61.761,0,0,2917.78,0,2917.78,0,0,71.898,0,71.898,0,0,3275.49,0,3275.49,0,0,184.753,0,184.753,0,0,5.64046906,0,5.64,71.336,0,123.664,195,0,136,0,136,0,371.05,-28.68,-19,0,0,0,7.64,7.69,1.19,0.82,0.66,0.68,0.12,0.15,0.03,0.41,2,2.06,91.37,91.15,80.83,80.33,73.86,73.22,0,0,0,0,0,0,234,238,0.9,0.89,0.05,0.04,83.86,84.01,34.04,34.46,54.81,55.13,0,0,14.86,10.74,9.09,0,0,56,56,6420,1150,140,9,0,3900,0,1
59,SGN,SG01,20,45327,2024,2795.39,2724.98,2795.39,2595.22,3200.06,3209.45,0,0,55.559,0,55.559,0,0,2303.36,0,2303.36,0,0,65.257,0,65.257,0,0,2795.39,0,2795.39,0,0,157.938,0,157.938,0,0,5.649945088,0,5.65,79.243,0,105.757,185,0,96,0,96,0,344.54,-70.12,-43.61,3.0346,0,3.035,7.66,0,0.99,0.83,0.71,0.68,0.15,0.16,0.16,0.39,2.01,2.06,90.79,91.13,81.23,80.37,73.75,73.25,0,0,0,0,0,0,228,237,0.89,0.89,0.08,0.04,84.6,84.04,34.01,34.51,55.8,55.17,0,0,14.87,10.76,9.12,0,0,56,56,5575,1050,105,10,0,3700,0,0
60,SGN,SG01,21,45328,2024,1215.37,2653.09,1215.37,2532.5,3198.34,3209.21,0,0,72.84,0,72.84,0,0,3197.24,0,3197.24,0,0,28.35,0,28.35,0,0,1215.37,0,1215.37,0,0,69.281,0,69.281,0,0,5.700403992,0,5.7,38.4,0,46.6,85,0,48,0,48,0,329.07,-23.28,-7.82,14.88,0,14.88,7.72,7.69,1.11,0.84,0.74,0.68,0.16,0.16,0.01,0.38,2.02,2.06,90.45,91.12,81.62,80.4,73.83,73.26,0,0,0,0,0,0,224,237,0.91,0.89,0.05,0.04,81.35,83.96,34.67,34.59,54.43,55.15,0,0,14.94,10.84,9.2,0,0,56,56,2600,650,70,6.5,0,1700,0,1
80,SGN,SG01,22,45329,2024,3267.54,2681.02,3267.54,2681.02,3267.54,3212.38,0,0,68.475,0,68.475,0,0,2922.73,0,2922.73,0,0,76.125,0,76.125,0,0,3267.54,0,3267.54,0,0,186.859,0,186.859,0,0,5.718644607,0,5.72,70.123,0,124.877,195,0,136,0,136,0,321.56,47.36,54.88,0,0,0,7.7,7.69,1.2,0.86,0.66,0.68,0.11,0.16,0.01,0.35,1.98,2.05,91.39,91.13,81.27,80.45,74.27,73.32,0,0,0,0,0,0,234,237,0.88,0.89,0.08,0.05,84,83.96,34.32,34.63,54.66,55.11,0,0,14.92,10.85,9.22,0,0,56,56,6235,1100,123,10.5,0,3900,0,1
62,SGN,SG01,23,45330,2024,3305.98,2708.19,3305.98,2491.54,3305.98,3217.22,0,0,79.87,0,79.87,0,0,3460.69,0,3460.69,0,0,76.41,0,76.41,0,0,3305.98,0,3305.98,0,0,190.464,0,190.464,0,0,5.761196377,0,5.76,67.304,0,127.696,195,27.347,120.653,0,148,0,317.56,-3.01,0.98,0,0,0,7.72,7.69,1.17,0.88,0.64,0.68,0.14,0.17,0.01,0.32,1.96,2.05,91.68,91.16,81.36,80.5,74.59,73.38,0,0,0,0,0,0,230,236,0.9,0.89,0.03,0.05,79.5,83.62,33.01,34.58,53.6,55,0,0,14.96,10.9,9.28,0,0,56,56,6355,1250,141,11,0,3900,0,1
63,SGN,SG01,24,45331,2024,3277.73,2731.92,3277.73,2521.78,3277.73,3220.19,0,0,74.44,0,74.44,0,0,3259.06,0,3259.06,0,0,76.6,0,76.6,0,0,3277.73,0,3277.73,0,0,190.103,0,190.103,0,0,5.799837082,0,5.8,71.938,0,128.062,200,33.668,98.332,0,132,0,308.27,18.98,28.27,0,0,0,7.75,7.69,1.13,0.89,0.68,0.68,0.13,0.17,0.01,0.3,1.95,2.04,91.21,91.17,82.06,80.57,74.85,73.46,0,0,0,0,0,0,226,236,0.9,0.89,0.04,0.05,82.41,83.54,34.05,34.6,53.63,54.91,0,0,14.95,10.96,9.36,0,0,56,56,6280,1150,122,13,0,4000,0,0
64,SGN,SG01,25,45332,2024,3032.65,2743.95,3032.65,2540.7,3199.98,3219.29,0,0,70.88,0,70.88,0,0,3041.6,0,3041.6,0,0,67.595,0,67.595,0,0,3032.65,0,3032.65,0,0,175.882,0,175.882,0,0,5.799614199,0,5.8,61.771,0,119.229,181,33.021,90.979,0,124,0,303.71,-5.26,-0.7,0,1.2551,1.255,7.77,7.7,1.16,0.91,0.67,0.68,0.13,0.17,0.01,0.28,1.97,2.04,91.33,91.17,81.68,80.62,74.6,73.5,0,0,0,0,0,0,228,235,0.89,0.89,0.06,0.05,84.89,83.62,33.42,34.59,54.43,54.88,0,0,14.95,10.96,9.36,0,0,56,56,6015,1050,122,11,0,3620,0,1
65,SGN,SG01,26,45333,2024,2944.69,2751.67,2944.69,2555.13,3200.03,3218.49,0,0,74.195,0,74.195,0,0,3185.33,0,3185.33,0,0,69.202,0,69.202,0,0,2944.69,0,2944.69,0,0,170.771,0,170.771,0,0,5.799286173,0,5.8,56.946,0,115.054,172,47.659,88.341,0,136,0,303.01,6.11,6.81,0,1.9148,1.915,7.77,7.7,1.17,0.92,0.66,0.68,0.12,0.17,0.02,0.27,1.97,2.04,91.5,91.19,81.54,80.66,74.61,73.55,0,0,0,0,0,0,235,235,0.88,0.89,0.07,0.05,80.15,83.41,31.6,34.47,54.34,54.85,132,132,14.95,10.95,9.35,0,0,56,56,5760,1050,123,10,0,3440,0,0
66,SGN,SG01,27,45334,2024,3186.92,2767.79,3186.92,2576.91,3199.99,3217.7,0,0,62.415,0,62.415,0,0,2873.89,0,2873.89,0,0,71.534,0,71.534,0,0,3186.92,0,3186.92,0,0,188.017,0,188.017,0,0,5.899646053,0,5.9,65.612,0,127.388,193,56.392,95.608,0,152,0,298.62,23.95,28.34,0,0.0981,0.098,7.87,7.71,1.15,0.93,0.7,0.68,0.11,0.18,0.01,0.25,1.97,2.04,91.08,91.18,82.34,80.74,75,73.62,0,0,0,0,0,0,244,236,0.91,0.89,0.05,0.05,78,83.07,30.81,34.31,57.47,54.82,151,142,14.91,11.06,9.52,0,0,56,56,5940,1100,122,10,0,3860,0,1
67,SGN,SG01,28,45335,2024,2896.46,2772.39,2896.46,2587.56,3200.07,3217.04,0,0,71.2,0,71.2,0,0,3195.08,0,3195.08,0,0,62.199,0,62.199,0,0,2896.46,0,2896.46,0,0,170.909,0,170.909,0,0,5.900616615,0,5.9,55.208,0,115.792,171,45.107,86.893,0,132,0,299.02,-25.75,-26.15,2,0.2766,2.277,7.83,7.71,1.1,0.94,0.68,0.68,0.12,0.18,0.03,0.23,1.93,2.03,91.31,91.19,82.56,80.8,75.39,73.68,0,0,0,0,0,0,248,236,0.9,0.89,0.02,0.05,78.03,82.81,30.9,34.19,56.75,55.1,0,0,14.92,11.06,9.52,0,0,56,56,5500,1050,105,9,0,3420,0,0
68,SGN,SG01,29,45336,2024,259.97,2685.75,259.97,2512.48,3199.63,3216.98,0,0,16.987,0,16.987,0,0,709.55,0,709.55,0,0,5.85,0,5.85,0,0,259.97,0,259.97,0,0,15.466,0,15.466,0,0,5.949147979,0,5.95,5.429,0,10.571,16,4.201,7.799,0,12,0,298.54,0.32,0.8,22.05,0,22.05,7.86,7.71,1.12,0.94,0.66,0.68,0.12,0.18,0.01,0.23,1.91,2.03,91.55,91.19,82.71,80.81,75.72,73.69,0,0,0,0,0,0,245,236,0.9,0.89,0.02,0.05,78.19,82.79,30.95,34.22,56.25,55.1,0,0,14.94,11.13,9.61,0,0,0.56,0.56,455,150,18,1,0,320,0,0
69,SGN,SG01,30,45337,2024,3102.27,2699.64,3102.27,2530.91,3199.59,3216.31,0,0,53.21,0,53.21,0,0,2146.71,0,2146.71,0,0,76.899,0,76.899,0,0,3102.27,0,3102.27,0,0,181.489,0,181.489,0,0,5.850200015,0,5.85,48.48,0,123.52,172,54.931,93.069,0,148,0,308.53,-19.09,-29.08,0,0.73,0.73,7.83,7.72,1.18,0.95,0.68,0.68,0.11,0.18,0.01,0.22,1.98,2.03,91.32,91.19,81.82,80.85,74.72,73.73,0,0,0,0,0,0,244,237,0.91,0.89,0.03,0.05,80,82.64,31.04,34.1,52.05,54.94,183,155,14.9,11,9.44,0,0,0.56,0.56,5755,1050,105,10.5,0,3440,0,1
70,SGN,SG01,31,45338,2024,3200.4,2715.79,3200.4,2551.2,3200.4,3215.7,0,0,74.22,0,74.22,0,0,3121.09,0,3121.09,0,0,79.081,0,79.081,0,0,3200.4,0,3200.4,0,0,188.83,0,188.83,0,0,5.900199975,0,5.9,60.902,0,129.098,190,51.988,96.012,0,148,0,307.93,17.65,18.26,0,0,0,7.82,7.72,1.15,0.96,0.65,0.68,0.11,0.18,0.01,0.2,1.92,2.02,91.67,91.21,82.26,80.9,75.41,73.79,0,0,0,0,0,0,240,237,0.89,0.89,0.05,0.05,80.02,82.51,31.2,33.99,53.99,54.89,0,0,14.93,11.06,9.51,0,0,56,56,5840,1200,105,10.5,0,3800,0,0
71,SGN,SG01,32,45339,2024,3150.38,2729.37,3150.38,2568.82,3199.71,3215.12,0,0,68.03,0,68.03,0,0,2912.36,0,2912.36,0,0,73.38,0,73.38,0,0,3150.38,0,3150.38,0,0,185.854,0,185.854,0,0,5.899415309,0,5.9,63.953,0,126.047,190,61.489,94.511,0,156,0,304.37,-8.62,-5.06,0,0.37,0.37,7.83,7.73,1.17,0.97,0.64,0.68,0.11,0.18,0.01,0.19,1.93,2.02,91.8,91.23,82.07,80.95,75.34,73.85,0,0,0,0,0,0,238,237,0.88,0.89,0.02,0.04,78.6,82.31,30.11,33.84,51.63,54.72,152,155,14.9,11.06,9.52,0,0,56,56,5835,1050,105,10.5,0,3800,0,0
72,SGN,SG01,33,45340,2024,3200.37,2743.64,3200.37,2586.86,3200.37,3214.6,0,0,73.87,0,73.87,0,0,3102.86,0,3102.86,0,0,76.233,0,76.233,0,0,3200.37,0,3200.37,0,0,188.838,0,188.838,0,0,5.900505254,0,5.9,52.8,0,129.2,182,59.989,96.011,0,156,0,311.73,17.73,10.36,0,0,0,7.83,7.73,1.19,0.98,0.63,0.68,0.1,0.18,0.01,0.18,1.93,2.02,92.01,91.26,81.86,80.98,75.32,73.9,0,0,0,0,0,0,235,237,0.9,0.89,0.04,0.04,78.84,82.14,31.09,33.75,55.6,54.77,140,152,14.9,11.05,9.51,0,0,56,56,5905,1200,105,10.5,0,3640,0,1
73,SGN,SG01,34,45341,2024,2183.86,2727.18,2183.86,2575.67,3199.79,3214.25,0,0,29.8,0,29.8,0,0,1115.3,0,1115.3,0,0,54.627,0,54.627,0,0,2183.86,0,2183.86,0,0,128.859,0,128.859,0,0,5.900515601,0,5.9,51.631,0,87.369,139,42.484,65.516,0,108,0,302,5.89,15.63,7.62,0,7.62,7.92,7.73,1.22,0.98,0.64,0.67,0.15,0.19,0.01,0.17,2.02,2.01,91.92,91.28,81.03,80.98,74.48,73.92,0,0,0,0,0,0,240,237,0.88,0.89,0.09,0.05,78,82,31.72,33.69,58.5,54.89,147,151,14.91,11.06,9.52,0,0,56,56,4080,1000,105,10.5,0,2780,0,1
81,SGN,SG01,35,45342,2024,2297.76,2714.91,2297.76,2714.91,3200.59,3213.92,0,0,74.38,0,74.38,0,0,3104.08,0,3104.08,0,0,53.287,0,53.287,0,0,2297.76,0,2297.76,0,0,128.673,0,128.673,0,0,5.599932108,0,5.6,56.41,0,86.59,143,47.067,68.933,0,116,0,288.1,-3.14,10.76,6.77,0,6.77,7.58,7.73,1.2,0.99,0.63,0.67,0.14,0.19,0.01,0.17,1.98,2.02,91.7,91.29,80.52,80.97,73.84,73.92,0,0,0,0,0,0,244,237,0.91,0.89,0.07,0.05,78.7,81.89,30.27,33.58,56.99,54.96,154,151,14.36,10.55,9.03,0,0,56,56,4345,1050,93,9.5,0,2860,0,1
82,SGN,SG01,36,45343,2024,3018.2,2723.34,3018.2,2723.34,3199.51,3213.47,0,0,77.78,0,77.78,0,0,3421.73,0,3421.73,0,0,72.348,0,72.348,0,0,3018.2,0,3018.2,0,0,165.998,0,165.998,0,0,5.499900603,0,5.5,10.096,0,109.904,120,41.454,90.546,0,132,0,334.46,48.85,2.5,0,1.36,1.36,7.49,7.72,1.2,1,0.67,0.67,0.11,0.19,0.01,0.16,1.99,2.01,91.03,91.28,80.72,80.96,73.48,73.9,0,0,0,0,0,0,242,237,0.89,0.89,0.06,0.05,80.82,81.85,33.95,33.59,56.75,55.03,147,151,14.12,10.37,8.87,0,0,56,56,5125,1100,123,9,0,2400,0,1
83,SGN,SG01,37,45344,2024,0,2649.73,0,2649.73,0,3213.47,0,0,45.08,0,45.08,0,0,1805.78,0,1805.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,334.46,0,0,0,24,24,0,7.72,0,1,0,0.67,0,0.19,0,0.16,0,2.01,0,91.28,0,80.96,0,73.9,0,0,0,0,0,0,0,237,0,0.89,0,0.05,0,81.85,0,33.59,0,55.03,0,151,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0
